,tokenized
5467,"['재구매', '가격', '싸고', '맛있네요']"
74705,"['트러블', '안나는데', '보습', '되는지는', '잘', '모르겠어용', 'ㅜㅜ']"
199983,"['조명', '이아주', '밝고', '환해서', '좋습니다']"
78662,"['리뷰', '꼼꼼히', '보고', '사이즈', '조금', '크게', '나왔다해', '서한', '사이즈', '작게', '시켰더니', '발', '너무', '아파요', 'ㅜㅜ', '정사', '즈', '추천', '드립니다', '센치', '라', '그런지', '편하지는', '않았어요', '편하게', '신으려면', '센치', '이하', '추천', '드립니다']"
74047,"['눈', '보이는', '결점', '어떻', '할건', '교', '연락', '없어', '반품', '햇', '당', '께']"
169429,"['터진거', '없이잘', '왔구요', '맛있어요']"
91656,"['어리', '굴젓', '짭짤하니', '맛', '나네요']"
193053,"['재구매', '늘', '먹던거라', '믿고', '또', '구매', '합니다', '역시', '좋아요']"
126919,"['재구', '매단이', '너무', '좋고', '튼튼해서단', '주문', '했는데', '바퀴', '누리', '끼리', '고안', '굴러가요', '구림', '조립', '해', '버려서', '그냥', '씀']"
187295,"['안전하게', '포장', '해주시', '상품', '아주', '좋아요']"
164291,"['고장', '잘니구요', '한번', '사용', '구고', '장', '절대', '사지', '마세요']"
70223,"['입기', '편해요', '단지', '뒷', '주머니', '좀', '튀네요']"
64074,"['배송', '주문', '열흘', '만에', '오네요']"
136435,"['엄마', '사', '드렸어요', '믿고', '구매', '했어요']"
7104,"['냥발', '넘', '귀여워요', '잘', '사용', '하고', '있습니다']"
75064,"['저번', '주문', '했었답니다', '마스', '킹', '테이프', '그렇고', '비닐', '길이', '그렇고', '매우', '만족하고잘', '사용', '했답니다', '재구매', '의사', '있습니다']"
141439,"['취미', '로', '보드', '타', '볼', '려고', '여', '상품', '상태', '좋아요']"
139625,"['저렴한', '가격', '구매', '했어요', '믿고사', '용할께요']"
6443,"['저럼하게', '조아요']"
184099,"['스텐', '이라', '물때', '안', '끼고', '좋을거', '같아요', '만족', '입니다']"
43814,"['맛있는', '오징어']"
102648,"['지지', '대', '조금', '약한거', '같습니다', '설명', '서', '가보기', '쉽게나', '오진', '않은듯', '합니다']"
130872,"['재구매', '빠른', '배송', '감사합니다', '-']"
91108,"['사이즈', '크네요', 'ㅜ', '디자인', '이랑', '재질', '맘', '들어요']"
77407,"['설명', '서', '잘못', '들어있었습니다']"
55422,"['번짐', '없고', '좋아요', '빠른', '배송', '감사합니다']"
38242,"['가성', '비', '좋으나', '바늘', '약함']"
151541,"['텐션', '너무', '약하고', '재미', '없고', '공도', '맘', '댈', '날아다', '닉']"
21373,"['배송', '느리지만', '아주', '튼튼한', '박스', '옴', '절단', '면', '날카로워서', '빼빠', '로', '내', '직접', '마무리', '함', '인데', '우는', '느낌', '깨지면안', '다치니', '만족']"
130235,"['참치', '캔', '개중', '절반', '캔', '찌그러진', '제품', '보', '내줬네요', '반품', '배송비', '나', '참치', '값', '이나', '비슷해서', '그냥', '두지만', '이런', '제품', '라면', '다시는주', '문안', '할듯']"
88883,"['상품', '정말', '맘', '듭니', '묵직합니다']"
87223,"['품질', '좋고', '작아서', '귀여워요']"
93545,"['방수', '안도', '애애애애', 'ㅠㅠㅠ']"
198507,"['마르고', '빈약한', '몸', '인데', '잘맞아요', '후크', '제일', '작게', '조이', '면', '숨쉬기', '힘들지만', '중간', '으로', '하니', '딱', '맞아요']"
59241,"['색', '잘', '못', '보내주셨어요', '담주', '턴', '체크', '하고', '보내주세요']"
113495,"['엄청', '덕용', '이어서', '좋아요']"
72720,"['색', '생각', '보다', '변하진', '않습니다', '너무', '아쉽', '넹', 'ㅎ', '착용', '감은', '졸은데', '변하는', '건지', '마는', '건지잘', '모르겟', '숩', '니']"
103316,"['수술', '하고', '흉터', '신경', '쓰여', '구매', '했어요', '아직', '까진', '효과', '있는지', '모르겠어요', '사은', '품', '으로', '주신', '마스크', '팩', '맘', '들어요']"
199558,"['까칠한아이인데', '편한지', '아무', '말', '없네요']"
178174,"['배송', '느리고', '벌레', '못잡고', '일', '켜놨는데', '마리', '못잡네']"
76146,"['빨리', '배송', '되어', '좋았구요', '봉투', '색감', '사진', '똑같이', '예쁩니다', '만족해요']"
127299,"['반투명', '바인더', '추천', '사진', '형광등', '아래', '에서', '형편', '없이', '찍어서', '올릴', '까말까', '고민', '했어요', 'ㅎ', '기대했던대로', '깔끔하구요', '여분', '끈', '이랑', '같이', '왔고하자', '없이', '빠르게', '배송', '되었습니다', '좋은', '상품', '감사해요']"
79988,"['예전', '구매', '했는데하', '나가더', '필요해', '소재', '규매', '했어요', '테이블', '보', '씌우니', '더', '이쁘네요']"
25246,"['칫솔', '좋은데', '크기', '선택', '잘', '못', '했어요', 'ㅠ', '그래도', '칫솔', '자체', '큰게', '아니라', '그럭저럭', '쓰고는', '있어요', '칫솔', '모', '부드러워서', '좋아요', '싼', '가격', '자주', '바꿔주게요']"
78650,"['시원함도', '유지', '되고', '디자인', '멋', '스러워서', '좋네요', 'ㅎㅎ', '군대', '간', '동생', '선물', '용', '으로', '삿', '는데', '만족합니다']"
104740,"['편지', '너무', '감동', '이고', '서비스', '쑥', '차도', '너무', '좋네요', '티백', '나', '딱', '종이컵', '용량', '사이즈', '입니다', '잘우러', '납니다']"
193138,"['배송', '중', '하단', '깨짐']"
18971,"['중량', '고객', '대응', '등', '전반', '적', '으로', '최악', '입니다', '재구매', '의사', '절대', '없음']"
137845,"['퍼즐', '잘', '받았습니다', '생각', '지도', '못', '포스터', '까지', '동봉', '되어있네요', '감사합니다']"
47712,"['영', '양', '만점', '귀리', '아침', '대용', '으로', '먹으려', '구', '요']"
191074,"['아직', '착용', '전이', '지만', '개별', '포장', '잘', '받았어요']"
123456,"['배송', '빠르고', '색상', '마음', '에드', '료']"
8771,"['신청', '블루', '했는데', '포장', '만', '블루', '고안', '에는', '아이보리', '왔어요', '반품', '귀찮아서', '쓰는데', '확인', '하고', '배송', '해주세요']"
166351,"['허리', '별로', '방석', '좋네요']"
4548,"['기', '대', '이상', '넘', '이뻐요']"
54633,"['미세먼지', '마스크', '잘쓰고있어요']"
93677,"['상', '판이', '찌그러져서', '왔어요', '반품', '후', '물건', '찌그러져', '왔구요']"
67493,"['운동', '할', '때', '필수', '템', '가슴', '잘', '잡아', '줌다']"
168991,"['신랑', '등', '드름', '좀있어서', '주문', '건데', '향기', '좋은데', '등', '드름', '효과', '글쎄요', '사람', '마다', '다르겠지만', '저희', '신랑', '한테', '그냥', '그', '저그', '래', '요', '향기', '좋긴', '좋은데', '오래', '지속', '되는거', '같지', '않고', '저', '재구매', '의사', '없네요']"
95601,"['재구매', '아이', '좋아해요']"
140424,"['제대로', '살펴볼', '걸', '그랬네요', '버튼', '누르면', '열리는건', '줄', '알았는데이것도', '힘줘', '서열', '어', '야하는거에요']"
29686,"['아기', '스스로', '잡고', '먹기', '좋아요']"
41666,"['접착', '력', '약합니다전에', '구입', '했을', '때', '접착', '력', '좋아다', '시', '주문', '했는데', '접착', '하고', '나면', '접착', '부위', '떨어집니다']"
92428,"['배송', '준비', '같은', '과정', '이나', '연락', '없이', '늦게', '온', '좀', '그러네요']"
177929,"['집', '에서', '맛있게잘', '먹고있어', '욤']"
179694,"['배송', '빠른데', '의자', '밑', '무부', '분', '다기', '스', '나', '있도하나는고', '무가', '부러져서', '왔어요', 'ㅡㅡ', '진짜', '짜증남']"
87045,"['랑', '연결해서', '쓰고있는데', '휘', '어', '져요', '자꾸', '일자', '로고', '정이', '안됩니다']"
83800,"['개월', '정도', '쓴것', '같은데', '어댑터', '꽂는', '저', '부위', '손상', '된것', '같아요', '연결', '잭', '꽂아도', '잘안되', '요약', '요']"
81048,"['그냥', '그', '저그', '래', '요', 'ㅎㅎㅎ']"
174677,"['좋아요', '설치', '쉽구요', '많이', '파세요']"
89547,"['조립', '할', '땐', '조금', '약해', '보이긴', '했는데', '그래도', '앉아있을', '때', '편안하고', '좋아요']"
165113,"['재구매', '별로', '효과', '없어요', 'ㅠ']"
26105,"['여름', '시원하게', '입', '티', '좋습니다', '편해요']"
25019,"['별로', 'ㅠㅠ', '규격', '잘', '안', '맞고', '뜨는', '부위', '많고', '별로', 'ㅠㅠㅠㅠㅊㅊㅊㅊㅛㅛㅛㅛㅉㅉㅉㅉㄹㄹㄹㄹ', '홓', 'ㅓㅓ']"
146904,"['나름', '괜', '춘', '조립', '하느라', '엄청', '애씀', 'ㅜ']"
23324,"['과연', '효과', '있을까요']"
171071,"['목요일', '캠핑', '떠나는', '날', '이라서', '월요일', '아침', '주문', '했는대', '수요일', '발송', '금요일', '아', '무도', '없는', '집', '도착', '반품', '하려다가', '귀찮아서', '안함', '다시는안', '삼']"
64518,"['촉촉한데', '막', '그렇게', '좋은', '건', '모르', '겄음']"
26430,"['디자인', '재질', '모두', '만족합니다']"
54467,"['너무', '짱짱합니다', 'ㅜ']"
46936,"['포장', '열고', '맛봤는데', '의외로', '미원', '맛', '강했네요']"
133687,"['빠르게', '잘', '받았어요', '이유식', '시작', '해서', '사용', '해보려고', '미리', '구매', '했는데', '하나', '가포', '장이', '벌어진', '채', '서', '좀', '그러네', '여', 'ㅜㅜ', '살짝', '건드리니', '저', '리다', '뜯어져', '버리고', 'ㅜㅜ', '당', '장사', '용할게', '아니라서', '비닐', '그냥', '넣어', '뒀어요']"
31474,"['재구매', '처음', '시킨것보다는', '맛', '없었요']"
74555,"['접착', '력', '떨어지', '고참', '아쉽네요']"
186978,"['재구매', '배송', '빠르고', '상품', '만족해요', '항상', '먹고재', '구매', '하고', '있어요']"
194769,"['저', '두', '개', '막대기', '잇는', '고정', '핀', '부품', '이안', '왂', '어', '요', '부품', '나', '보내주세요', '문자', '주세', '요일', '하느라', '모르는', '전화', '받기', '어렵습니다', '환불', '말고', '부품', '보내주세요', '저', '거', '다시', '해체', '하고', '교환', '시간', '및', '비용', '아깝네요', '월요일', '날조', '속', '연락', '부탁드려요']"
180376,"['일', '반', '슈퍼', '파는', '쌈', '무가', '훨낫네요']"
156039,"['배송', '중', '박스', '안', '에서', '많이', '굴렀는지', '표면', '잔기', '스', '심할', '정도', '로', '많이나', '있네요']"
172775,"['바나나', '너무', '딱딱해서', '아이', '먹다가', '뱉어요']"
132484,"['잘사', '용하고있어요', '투명한', '걸', '로', '사서', '눈', '안띠', '좋습니다', '다만', '처음', '부터', '여유', '분', '으로', '몇개', '주셨으면', '더', '좋지', '않았을까', '싶습니다']"
90936,"['선풍기', '풍', '량', '만족합니다', '소음', '조금', '있구요', '고정', '게좀', '허', '접해', '요', 'ㅎㅎ', '밴드', '부분', '고무', '재질', '덧', '대', '서', '마찰계수', '높여', '덜', '미끄러지게', '했으면', '좋겠네요', '일반', '나', '이론', '끈', '이라', '제대', '로고', '정이', '안되는', '느낌', '입니다']"
23423,"['슬슬', '짱', '구', '베개', '구매', '할', '때', '돼서', '리뷰', '보고', '삿', '는데', '역시', '나', '한개', '를덤', '으로', '주시네요', '아직', '약간', '높은', '감은있지만', '디자인', '이며', '색감', '이며', '너무', '마음', '들어요']"
177032,"['뭔가', '그래도', '라텍스', '장갑', '느낌', '일거라', '생각', '했는데', '그냥', '질긴', '비닐', '장갑', '이네', '요', 'ㅋㅋ']"
4059,"['시원하긴한데', '처음', '받고', '닦다', '보니', '보이지', '않는가시가', '손', '박히어', '힘들었어요', '마감', '신경', '써야겠어요']"
151651,"['물건', '좀', '확인', '해서', '보내주셨으면', '좋겠습니다']"
167155,"['울', '강', '쥐는', '관심', '없는듯', 'ㅡㅜ']"
195011,"['따뜻하긴하나', '먼지', '너무', '많아요']"
6792,"['거의', '일회용', '들어있는', '종이', '말고', '돈', '으로는', '안됨']"
77218,"['포장', '이렇게', '허', '접', '건', '처음', '봤어요', '그냥', '박스', '애쓸', '어담', '느낌', '배송', '늦고']"
104930,"['제', '겐', '아주', '유용한', '제품', '입니다', '자주', '운행', '못', '하는거라', '꼭', '필요한것이었네요']"
156407,"['하아', '정말', '저', '리뷰', '보고', '구매', '할', '걸', '그랬네요', '방송광고', '에선', '정말', '손쉽게', '효과', '보겠다싶었는데', '그냥', '손쉽게', '돌아가기만', '하네요', '하이', '미터', '버린거', '교환', '안될것', '같고하아도', '대체어', '떤', '용도', '인지', '모르겠네요']"
190226,"['냄새', '너', '뮤', '나', '요', '진짜', '빨', '바람', '일주일', '말리', '페브리즈', '뿌려', '도나', '요', 'ㅠㅠ', '어똑', '하져']"
167429,"['다른', '곳', '에서', '주문', '하고', '너무', '만족해서', '주문', '했는데', '프린팅', '너무', '흐려요', '심지어', '글씨', '흐릿', '가격', '저렴해서라', '어쩔', '수', '없다면', '그냥', '원', '원래', '산곳', '에서', '살껄', '하고', '후회', '중', '이요', '이번', '산건', '걸어두', '지는못하고', '뭐', '덮는', '용으', '로사', '용할듯', '합니다']"
36931,"['진짜', '별로', '다니는', '미니', '선풍기', '랑', '크게', '차이', '없음', '바람', '세기', '더', '약하고', '시원한지도', '잘', '모르겠음', '환불', '하고', '싶은데사', '용해서', '환불', '못', '하네', '요', '아', '짜증난다']"
36407,"['구', '매', '영수증', '없어요']"
49283,"['상품', '잘', '받았지만', '시간', '날짜', '변경', '안되네요', '반품', '귀찮아서', '그냥', '온도계', '만사', '용합니다']"
140167,"['저렴한', '가격', '교체', '했네요']"
194736,"['좋네요', '추천', '하고', '갑니다']"
79535,"['일단', '거름', '망', '생각', '처럼', '밑', '에까지', '된게', '아니고', '밑', '막혀있지만', '틈', '있어서', '찻잎', '빠질거', '같네요', '밑', '에도', '그물', '망', '이었더라면', '좋았을거', '같아요']"
104120,"['안쪽', '재질', '비닐', '처럼', '되어있어서', '땀이잘', '차요', '그게', '괜찮으', '신분', '만', '구입', '하세요']"
3117,"['포장', '상태', '아', '주조', '아', '요', '맛', '조음']"
1762,"['재구매', '최', '곱니다', '향', '두', '굳', '굳']"
45537,"['완전', '별로', '입니다', '비추', '입니다']"
160287,"['무겁', '긴한데', '튼튼해서', '좋아요', '내', '구성', '좋고', '음식', '잘안', '식어요']"
185296,"['완제', '품', '이라', '좋았어요']"
41838,"['고기', '거', '의안', '붙어있고', '껍데기', '만', '있습니다', '그냥', '일', '반스', '사세요', '느끼하고', '비리', '그냥', '물컹하고', '양념', '안된', '돼지껍데기', '이런', '느낌', '입니다']"
34107,"['일', '단작', '플라스틱', '이라', '벌써', '늘어나네요', '가격', '올리더라도', '품질', '신경', '썻', '으', '면', '합니다']"
164145,"['과대', '한광고', '기대', '미치지못', '힌', '요']"
51987,"['제품', '품질', '좋아요', '가격', '저렴해서', '좋습니다']"
95898,"['ㅊ', '이뻐요', '나무', '로', '딱', '되있어서', '테이블', '에도', '잘', '어울리', '고장', '식', '으로써', '이쁘구요', '만족스럽네요']"
59330,"['그냥', '반창고', '에요', '다른', '거', '시사', '서', '쓰는', '중']"
160535,"['아니', '최고', '무게', '키', '로', '짜', '리', '이고', '두', '개', '까지', '밖에', '못', '껴요', '바벨', '껴도', '최대', '무게', '바벨', '포함', '키로', '밖에', '안되어요', '후', '괜히', '샀다']"
62810,"['좋아요', '받자마자', '너무', '이쁘고', '맘', '들었어요']"
23540,"['크리', '너', '아직', '사용', '전', '인데', '기대', '됩니당']"
141293,"['바닥', '미끄럼', '방지', '용', '부착', '면', '좋을듯', '해', '요', '아이', '가쉽', '움직', '여서', '조금', '불편합니다']"
148867,"['허', '술', '하고', '약하고', '작고', '그냥', '그', '래', '요', '다이소', '에서', '살껄']"
127598,"['신선도', '별로', '입니다', '햇', '감자', '인지', '묻고싶네요', '확인', '할수있는', '방법', '없는것', '같네요', '키우신', '농부', '수고', '감사', '드리지만']"
2833,"['재구매', '막', '쓰기', '편해요', '엄청', '싸니깐']"
96708,"['하단', '부위', '양옆', '으로', '찢어져', '바늘', '로', '꾸', '맸어요']"
16246,"['풍선', '구멍', '난', '있어서', '아쉽네요', '다른건', '만족', '요']"
155759,"['견고하고', '좋네요']"
105592,"['과연', '가드', '될지', '의문', '정도', '로', '얇네요', '그리고', '제품', '뒷', '면양', '면', '테이프', '마감', '엉망', '입니다', '개', '샀는데', '그', '중개', '마감', '제대', '로되', '않아', '삐져', '나왔습니다', '디자인', '예뻐서', '샀는데', '다른', '스펀지', '제품', '으로', '다시', '구입', '해야', '할듯', '합니다']"
164263,['굳']
143968,"['후기', '좋아', '구매', '했는데', '드문드문', '썩은게', '있어서', '좀', '아쉬웠어요']"
181591,"['배송', '빨리', '해주실거라', '생각', '했는데', '생각', '보다', '늦게와', '서기', '달리느라', '힘들었구요', '물론', '공휴일', '있으니', '이해', '하지', '만담', '에는', '빨리', '보내주셨음', '좋겠네요']"
116133,"['잘', '받았습니다', '확실히', '잡아주면서', '그렇게', '불편하지는', '않아요', '만족', '입니다']"
33988,"['배송', '빠르고', '아직', '사용', '전이', '지만', '천이', '좋아요']"
96040,"['강릉', '농장', '에서', '직접', '배송', '고해', '서', '믿고', '구매', '했습니다', '채', '썰어말려', '차로', '마시기', '시작', '했습니다', '오렌지', '말려서', '한쪽', '함께', '우', '립', '니', '건강', '차로', '잘', '먹었습니다']"
107779,"['머리', '이상인', '분들', '거', '사시', '면', '후회', '해', '요', '저', '까', '맞다고하는데', '개뿔']"
14141,"['써', '봤는데', '트러블', '났어요', '제', '피부', '엔', '안', '맞았나', '봐요', '그냥', '가족', '줬습니다', '민감', '성', '신분', '테스트', '꼭', '해보세요', '그래도', '용량', '작아서', '다행']"
186048,"['벽', '걸이', '에어컨', '커버', '부엉이', '이뿐데', '삼성', '멀티', '형', '에어컨', '에는', '영안', '맞네요', '아쉬워요', 'ㅠㅠ', '모', '난', '바탕', '위로', '있어서', '그림', '잘안', '보이', '구쭈글', '핀', '없어', '서안', '펴져요']"
49770,"['걍', '싼', '맛', '버리', '기도', '간단해', '보임']"
185260,"['폭', '신', '폭', '신', '느낌', '너무', '좋고', '컬러', '그냥', '괜찮네요']"
158068,"['왜', '쓰는지', '이해', '안감', '효과', '없음']"
35495,"['모자', '앞각', '잡혀있어요', '참고하세요', '제', '가원', '하던', '모자', '스타일', '아님', '모자', '재질', '좋아요']"
119300,"['배송', '빠르고', '디자인', '굿', '이에요']"
58859,"['뚜껑', '있어서', '욕실', '놓아도', '깔끔하네요']"
102714,"['알약', '작아', '먹기', '편해요', '효과', '있길', '기대하며', '꾸준히', '먹어', '볼게요']"
156747,"['생각', '보다', '별로', '에요', 'ㅜ', '너무', '얇아서', '쉽게', '모양', '틀어져요', 'ㅜ']"
1174,"['자력', '약하고', '끈끈이', '테이프', '금방', '떨어져', '버렸어요']"
108637,"['아주', '좋아요', '마니', '파세요']"
51644,"['심플', '하고', '예뻐요', '무난', '끼고있기', '좋은', '것', '같아요']"
23769,"['집', '분위기', '살아요', '좋음']"
92635,"['크기', '잘못', '주문', '오염', '됐다고', '교환', '도안', '돼요']"
18192,"['배송', '늦고이', '용하는데', '문제', '없다고하자', '있는', '물건', '배송', '했네요']"
172106,"['재구매', '동생', '등', '드름', '이심', '한편', '이라서', '제', '어느', '정도', '써', '보고', '만족해서하', '나더', '샀어요', '약산', '성', '여서', '피부', '자극', '적', '지도', '않아서', '좋은', '거', '같아요']"
184867,"['재구매', '항상', '배송', '되는', '일정', '맞춰서', '시켰는데', '이번', '너무', '느려서', 'ㅠㅠ', '고생', '했어요', 'ㅠㅠ']"
29921,"['아직', '설치전이지만', '방충', '망은', '괜찮은', '것', '같아요', '부직포', '따', '로더', '구입', '건', '잘', '것', '같습니다']"
155444,"['아이', '깨진', '상태', '에서', '스티로폼', '깔고', '보냈네요', '너무합니다']"
71328,"['수', '분기', '별로', '없네요']"
128313,"['자는데', '땀', '났음', 'ㅋㅋ', '좋음']"
156849,"['늘사', '용하던거라', '찾게되', '용', '깔끔합니당']"
144407,"['점', '가격', '대비', '잘', '들고', '다닙니다']"
48592,"['잘', '받앗어요', '잘쓰겠습니다']"
125138,"['진짜', '명품', '소', '가죽', '무슨', '생각', '보다', '질감', '별로', '것', '같아요', '마감', '이나', '각인', '위치', '좀', '대충', '찍힌', '느낌', '이고', '정확히', '르노', '나르노', '삼성', '대한', '설명', '없어서', '이상하게', '왔네요', '제', '가글', '올리니까', '바꿨던데', '어이없음', '별로', '것', '같아요']"
142105,"['유통', '기한', '너무', '짧아', '서다', '버림', 'ㅜㅜ']"
91637,['아쥬좋아용귿귿']
94412,"['사이즈', '딱', '맞는게', '좋은데', '속옷']"
47912,"['로', '즈', '골드', '백색', '으로', '왔어여']"
36749,"['빨랫감', '구별', '하기', '좋으나', '조립', '하기', '힘들었어요']"
13006,"['배송', '느리고', '어설픔']"
14052,"['충전', '시', '에러', '가나', '요']"
163798,"['귀여워요', '의자', '끄는', '소리', '안나', '서', '아랫', '층', '안', '미안함']"
89886,"['빠른', '배송', '포장', '잘', '돼있고고기', '상태', '좋아', '보였어요', '아직', '안해', '먹어', '봤지만', '맛있으면', '또', '시킬게요']"
109648,"['가격', '대비', '좋아요', '한글자판', '인쇄', '아니라', '스티커', '로', '붙어있네요']"
70705,"['일', '먹어', '본', '결과', '리뷰', '보고', '주문', '했는데', '대체', '무슨', '효과', '있다는', '건지', '잠자기', '한시', '간전', '먹고', '눈', '만', '말똥말똥', '비싼데', '버릴', '순', '없고', '다른', '데', '라도', '좋겠지하고', '먹을려고요']"
138480,"['배송', '깔끔하고', '원래', '숭어', '안좋아하는데', '괜히', '보리', '숭어', '아니네요', '맛있네요']"
88989,"['같이', '보내주신', '상추', '맛있게잘', '먹었어요']"
155980,"['애기', '한테', '너', '무크', '요', 'ㅠ', '높', '기도', '하고']"
87113,"['배송', '너무', '늦었습니다', '냉장', '식품', '인데', 'ㅠ', '케잌', '배송', '겨울', '에나', '주문', '해야겠습니다']"
88510,"['검은색', '선물', '받은게', '있어서', '같은', '디자인', '으로', '카', '키도', '구입', '했어요', '좋아요']"
129171,"['물', '받침', '대', '물이', '떨어진', '자리', '에녹', '이나', '구', '요', '선반', '흔들거', '려', '요']"
166341,"['배송', '일', '걸린거', '같습니다', '먼지', '모를', '화학', '약품', '같은', '냄새', '가나', '요']"
184224,"['냄새', '없고', '좋네요', '그런데', '마감', '조금', '아쉬워요']"
102401,"['물건', '받고', '바로', '테스트', '해봤는데', '잘', '작동', '되네요', '조금', '만', '가벼우면', '좋겠어요']"
181232,"['제품', '좋아요', '그러나', '배송', '기사', '서비스', '정신', '없어서', '배송비', '아까울', '정도', '입니다', '업체', '에서', '신경', '좀', '쓰셨으면', '합니다']"
157465,"['체지방', '콜레스테롤', '감', '소시', '켜준다는', '기대', '로', '먹어', '보려구요', '두', '번세알', '씩', '먹어', '야하는', '귀찮음', '있지만', '효과', '보고싶네요']"
189785,"['정말', '잘', '떨어집니다', '허', '접해', '요']"
7301,"['눈', '많이', '와서', '늦을줄', '알았는데', '배송', '완전', '빠르고', '너무', '귀여워요', '감사합니다', 'ㅋㅋㅋ', '추천', '추천']"
70702,"['사은', '품', '완전', '좋아요']"
41344,"['향', '좋고', '부드럽고', '매끈하니', '겨울철', '바디', '보습', '완전', '좋아요', 'ㆍ']"
189227,"['배소', '왕', '실망']"
21375,"['좋', '음가', '성비', '짱', '걸이', '가약', '간', '부실하지만', '잘', '붙어있어요']"
155504,"['가격', '대비', '만족', '요', '추운', '날', '내', '복만', '입혀', '서나', '가봤는데', '발', '차가워서', '양말', '신겨', '야해요']"
187229,"['달달', '하고', '맛', '나네요']"
85465,"['그냥', '저', '냑', '입기', '좋은', '것', '같습니다', '그냥', '저', '냥', '막', '입기', '좋은', '것', '같아요', '확실히', '기장', '이길긴', '깁니다', 'ㅋㅋ', '잘', '참고', '해서', '사세요', 'ㅋㅋ']"
170208,"['생각', '했던거랑', '달라', '서', '좀', '별로']"
157828,"['만족', '아주', '좋으네요', '배송', '두', '빠르게', '잘', '왔고', '포장', '두', '깔끔히', '장', '구매', '했다고', '세탁', '망', '두', '주셨네요', '가격', '댜비굿', '입니다']"
87109,"['가격', '대비', '좋아요', '다만', '좀', '무겁습니다']"
65792,"['로', '샀는데', '너무', '이뻐요', '좀더', '큰', '걸', '로', '하나', '더', '구매', '하고', '싶어요', '조만간', '다른거랑', '같이', '구매', '해야겠어용']"
198927,"['붙이기', '쉽게', '키트', '준비', '되어있어서', '편리했습니다', '가격', '비싸도', '한번', '붙이니오래', '가네요', '단점', '옛날', '폰', '일반', '필름', '처럼', '먼지', '들어갔을', '때', '테이프', '로', '먼지', '만', '떼어내려고', '하니', '점착', '면', '망가지네요', '어쩔', '수', '없나', '봅니다', 'ㅠㅠ']"
54232,"['생각', '보다', '양', '이적', '요', '그거', '말고는', '좋아요']"
153017,"['어머니', '좋아하세']"
162740,"['상', '판이', '랑', '분리', '되고', '보풀', '장난', '아니고', '꺼짐이', '구매', '후', '며칠', '뒤', '부터', '시작', '되서', '지금', '쿠션', '감도', '없어요', '진짜', '후회', '됌']"
26576,"['너무', '얇고', '보풀', '쉽게', '일어날것', '같습니다', '접지', '력', '약합니다']"
175033,"['음좀', '싼', '맛', '있긴한데', '가성', '비는', '괜찮아요', '그리고', '한개', '더', '시켰었는데', '그건', '밑', '불량', '인데', '불구', '하고', '그게', '정상', '이다', '라며', '교환', '안된다는', '식', '으로', '이야기', '하네요']"
165052,"['마녀', '공장', '클', '렌징', '부분', '제품', '정말', '좋아요']"
150956,"['수영복', '에서', '색소', '빠지길래', '고객', '센터', '연락', '해서', '교환', '받았어요', '그래서', '원래', '받았던게', '불량', '인가', '보다', '했더니', '또', '색소', '가빠져요', '같이', '넣어', '둔수건', '염색', '될', '정도', '로', '빠져요', 'ㅡㅡ']"
36011,"['가볍고', '받은', '사람', '만족해서', '좋앗어요']"
42350,"['생강', '좋습니다', '만점', '입니다']"
62521,"['물론', '편하지요', '그런데', '뭔가', '가슴', '모양', '잡아주는것은', '한계', '있어서', '울퉁불퉁해요', '제', '가슴', '작아서', '그런거', '플러스', '재질', '이요', 'ㅠㅠ']"
33349,"['만삭', '임산부', '혼자', '사부작사부작', '조립', '가능합니다', '생각', '보다', '커서', '짐보', '관도', '되고', '좋아요']"
176522,"['조아요', '잘쓸', '개요', '요', 'ㅎ']"
16172,"['다리', '평평하게', '맞질', '않네요', '교환', '귀', '차', '나', '걍', '사용', '합니다']"
36211,"['점도', '아쉬움', '기본', '안되는', '자전거', '인데', '완조', '립', '요청', '해도', '개', '조립', '으로', '옴']"
16808,"['배송', '너무', '느리네요', '앞', '으론', '안', '살것', '같아요']"
119629,"['목', '이다', '늘어져있네요', '생각', '하던', '시원한질', '감은아니네요']"
51157,"['만족합니다', '맛', '좋고요']"
11058,"['맛', '걍', '허브', '티맛', '예요']"
108804,"['찐', '덕', '해서', '그런', '지다', '바르', '기전', '얼룩', '이지', '요']"
13079,"['신발', '작네요', '화장실', '에서', '신으니', '미끄럽네요']"
122496,"['집', '옥상', '설치', '했는데', '저희', '태풍', '소나기', '무너졌어요', '바닥', '못질', '하기', '좀', '그래서', '그냥', '뒀었는데', '볌', '쓰시거나', '바닷가', '같은데가서', '쓰시는게', '좋을것', '같아요', '자연재해', '어쩔', '수', '없는거', '같아요']"
170285,"['높이', '도딱', '맞구요', '앉는', '부분', '작아서', '오래', '앉기는', '힘들지만', '밥', '먹을', '때', '사용', '데', '지장', '없습니다']"
190868,"['닭발', '추천', '합니다', '패키징', '좋고', '신선한', '제품', '으로', '배송', '받아서', '기분', '좋네요', '강아지', '어미', '위해', '서', '닭발', '국물', '은주', '나머지', '가지', '요리', '해먹', '일석이조', '기분', '이네', '요다음', '또', '구매', '할게요']"
64804,"['가방', '만들려고', '구입', '했는데', '실', '이영', 'ㅡ', '아니라고', '엄마', '한테', '욕', '태', '바가지', '들었습니다', '휴', 'ㅡ', '돈', '만원', '넘게', '구매', '했는데']"
199905,"['생각', '했던', '느낌', '그대로', '예요', '마음', '들어요']"
